CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT)
-200,969,-200,5.1,769,43,866,60
0.6,986,-200,5.4,784,66,839,74
0.6,990,-200,6.2,821,57,848,62
2.2,1296,-200,16.9,1208,231,603,115
3.2,1371,-200,23.2,1384,219,545,119
3,1385,-200,18,1240,288,596,155
2.7,1381,-200,17.6,1227,312,595,162
3.2,1396,-200,20.3,1306,361,587,189
1.4,1070,-200,10.6,1000,147,801,115
1.3,1076,-200,9.9,972,111,819,109
1.4,1126,-200,10.7,1004,98,788,108
2.1,1225,-200,16.5,1196,156,673,145
2.4,1202,-200,16.9,1206,213,671,167
3.1,1308,-200,20.5,1310,250,628,200
3.5,1440,-200,19.4,1281,253,580,178
5.1,1611,-200,30,1552,317,487,206
4.5,1387,-200,24.6,1419,309,559,192
2.9,1268,-200,16.9,1206,201,648,137
2.6,1237,-200,15.8,1175,173,660,128
2.7,1302,-200,16.6,1198,156,628,121
3.2,1347,-200,19.5,1282,190,575,136
2.3,1355,-200,16.6,1198,129,564,109
1,1023,-200,6.2,822,65,823,74
0.5,903,-200,2.7,631,-200,1070,57
0.4,876,-200,2.3,605,29,1144,40
0.6,932,-200,3.9,707,58,1011,61
1,1020,-200,7.2,866,92,847,83
2.9,1264,-200,18.1,1241,228,609,129
2.7,1179,-200,15.1,1153,172,654,122
1.8,1079,-200,9.7,966,154,785,115
1.8,1036,-200,9.4,955,166,829,130
1.7,1002,-200,9.6,964,149,828,137
1.5,995,-200,9.5,959,111,856,116
1.7,1008,-200,9.6,962,145,845,129
1.3,978,-200,9.6,962,105,846,117
1.5,989,-200,10.3,990,113,822,138
1.5,961,-200,10.2,985,115,845,139
2.3,1009,-200,14,1116,202,779,180
2.2,970,-200,14,1117,180,786,162
2.8,1097,-200,16.6,1199,190,699,158
2.7,1065,-200,13.6,1105,207,723,162
1.7,1036,-200,10.2,986,113,776,112
1.5,1049,-200,9.5,958,98,794,104
2.3,1147,-200,11.8,1043,152,727,125
2.3,1118,-200,13,1082,161,694,127
1.5,1016,-200,9.6,963,91,776,95
1,940,-200,6.7,845,57,845,70
0.5,836,-200,2.9,643,-200,1114,51.5
0.3,831,-200,2.6,626,22,1126,33
0.4,877,-200,4,711,41,1018,45
0.5,872,-200,4.3,725,53,976,56
0.9,958,-200,5.9,805,92,886,74
1.1,959,-200,6.8,848,91,859,84
1.4,997,-200,8.8,933,89,799,93
1.1,916,-200,6.7,843,81,891,97
0.9,895,-200,6.4,831,66,946,83
0.8,855,-200,6,812,53,982,71
0.8,861,-200,6,811,61,997,78
0.6,821,-200,5,766,48,1071,62
0.6,835,-200,4.4,731,39,1108,54
0.5,813,-200,4.4,732,41,1118,59
0.7,833,-200,5.5,786,48,1064,69
0.8,859,-200,5.8,803,50,1032,67
0.9,887,-200,5.3,778,51,978,58
1.3,970,-200,8,900,70,856,77
1.3,990,-200,7.2,866,89,866,94
1.4,1022,-200,8,899,100,846,97
1.9,1075,-200,10.4,993,139,781,110
2.3,1088,-200,11.6,1035,176,751,116
1,925,-200,6.4,831,71,880,74
0.5,853,-200,4.1,716,37,994,51
1,918,-200,6.4,830,-200,875,45.5
0.4,796,-200,2.7,636,30,1092,40
0.3,796,-200,2.6,628,29,1136,36
0.2,795,-200,2.3,606,25,1152,35
0.4,842,-200,3.1,656,40,1080,48
0.3,850,-200,3.1,659,32,1077,38
0.6,884,-200,4,709,43,1027,54
0.6,907,-200,4.6,741,44,983,57
0.6,846,-200,3.9,703,35,1034,54
0.5,827,-200,3.8,697,32,1070,46
0.4,804,-200,2.8,636,21,1185,36
0.2,775,-200,2.5,619,10,1254,19
0.4,802,-200,3,651,22,1206,34
0.6,844,-200,4.7,751,46,1064,63
0.9,881,-200,5,765,66,1029,86
0.7,877,-200,4.5,736,49,1077,65
1.2,931,-200,7.7,885,86,892,101
1.6,1011,-200,9.7,967,111,818,116
1.8,1035,-200,11,1015,143,757,124
2.4,1153,-200,11.8,1042,184,733,136
1.5,1020,-200,8.7,929,134,805,108
0.9,954,-200,7.5,879,78,837,82
0.8,903,-200,5.7,800,50,911,68
0.2,779,-200,2,581,13,1204,22
0.1,761,-200,1.4,540,-200,1269,28
-200,780,-200,1.8,568,24,1200,34
0.5,835,-200,3.3,672,43,1053,43
1.4,1004,-200,9.4,955,146,758,84
3.3,1272,-200,21.1,1328,333,567,108
3.6,1173,-200,17.2,1217,298,625,112
1.7,986,-200,8.5,922,178,820,104
1.5,942,-200,6.8,849,177,907,107
1.6,957,-200,7.4,875,172,891,102
2.1,1024,-200,12.1,1052,183,779,104
2.1,962,-200,9.6,963,164,835,96
1.6,958,-200,7.4,873,122,868,80
1.3,933,-200,6.4,831,105,888,72
1.6,942,-200,8.3,912,144,842,106
3.1,1073,-200,14,1117,220,693,119
3.3,1086,-200,15.3,1159,207,686,119
3.4,1091,-200,15.4,1161,210,682,128
2.8,980,-200,10.9,1009,175,786,112
1.5,904,-200,7.5,877,117,890,95
1.3,865,-200,5.2,773,93,991,85
1.6,898,-200,7.1,863,118,911,101
1.5,945,-200,7.6,883,132,837,94
1,854,-200,5,764,88,932,76
0.5,751,-200,2,587,43,1165,50
0.4,723,-200,1.5,544,-200,1274,50.5
0.6,754,-200,2.5,620,44,1102,51
0.7,758,-200,3.3,670,50,1070,42
1.3,873,-200,7.3,871,101,871,62
4,1176,-200,23.8,1398,339,567,111
5,1257,-200,27.6,1495,379,524,129
3.6,1137,-200,16.7,1200,321,648,135
2.8,1064,-200,14.3,1126,272,711,139
2.6,1026,-200,13.3,1094,278,769,134
2.7,986,-200,14.5,1133,253,773,141
2.3,908,-200,11.5,1031,187,857,112
2,888,-200,10.8,1007,149,870,105
1.3,843,-200,6.4,830,89,995,72
1.7,905,-200,8.8,931,124,876,90
2.8,1023,-200,14.3,1127,206,760,126
3.8,1125,-200,19.4,1279,241,662,154
4.9,1211,-200,27.1,1483,303,586,173
4.3,1140,-200,19.7,1289,294,634,162
2.6,1029,-200,13.6,1105,203,737,128
2.4,981,-200,12.1,1054,176,768,120
1.9,971,-200,11,1014,155,788,111
1.4,927,-200,8.8,930,108,840,89
1.1,868,-200,6.7,846,72,925,69
0.9,863,-200,6.3,824,65,905,70
0.7,820,-200,4.1,716,-200,994,64.5
0.5,777,-200,2.9,645,39,1076,59
0.8,855,-200,5,762,79,942,73
1.3,960,-200,9.9,973,140,769,89
4.7,1310,-200,27.5,1492,427,527,142
4.6,1339,-200,30.4,1561,366,498,145
3.7,1211,-200,19.8,1290,311,606,156
2.8,1068,-200,15.7,1171,275,711,148
1.8,932,-200,11.3,1026,195,851,122
1.9,949,-200,12.6,1069,144,819,106
2,944,-200,11.9,1045,162,829,106
2,966,-200,14.4,1131,200,800,127
2.1,940,-200,12.4,1063,176,848,113
2.1,934,-200,11.7,1041,203,865,136
3.2,1052,-200,18.4,1252,237,739,153
4,1109,-200,22.9,1374,263,676,172
4.6,1169,-200,25,1430,300,636,190
3,1093,-200,15.5,1163,189,717,160
2.9,1084,-200,16.7,1200,185,686,159
1.9,970,-200,11.2,1023,134,787,123
1.4,951,-200,9,939,96,849,101
2.1,1038,-200,12.1,1053,122,744,116
1.2,950,-200,8.9,937,64,802,80
0.6,831,-200,3.7,695,30,1033,51
0.4,813,-200,3.1,656,-200,1070,44
-200,797,-200,2.5,621,23,1105,37
0.4,824,-200,3.1,660,36,1033,46
0.7,879,-200,5.7,796,58,912,64
2.3,1132,-200,15.6,1166,168,652,108
4,1291,-200,25.2,1434,306,526,151
2.8,1193,-200,15.4,1160,231,630,153
1.6,1057,-200,8.4,914,157,796,116
1.6,1027,-200,8,899,132,822,116
2,1084,-200,12.1,1052,136,736,130
2,1032,-200,12.6,1071,127,742,131
1.7,977,-200,10.6,998,125,810,131
2,1039,-200,12.6,1069,138,773,135
2.2,1056,-200,14.3,1127,163,734,152
3.2,1164,-200,20.3,1306,259,648,198
3.6,1124,-200,20.5,1309,236,655,183
3.8,1152,-200,22.1,1355,245,628,175
4.8,1223,-200,23.8,1399,344,592,193
2.8,1058,-200,14.7,1139,188,696,140
2.6,1049,-200,15.1,1152,149,693,128
1.9,1010,-200,10.8,1006,102,779,100
1.7,981,-200,10.2,985,99,779,97
1,886,-200,6.5,834,48,904,67
0.7,821,-200,3.9,706,36,1021,58
0.5,784,-200,2.8,641,-200,1114,51.5
0.4,771,-200,2.1,593,30,1155,45
0.6,819,-200,3.4,677,56,1048,62
0.7,836,-200,4.7,747,51,961,59
2.4,1114,-200,15.8,1174,172,667,102
4.4,1319,-200,26.6,1470,316,520,154
3.1,1211,-200,14.8,1143,269,632,157
2,1051,-200,9.3,950,196,802,138
2.1,1108,-200,12,1049,206,749,142
2.1,1014,-200,10.9,1012,156,795,125
2.1,1003,-200,11.9,1047,120,769,120
2.2,1021,-200,13.2,1092,161,764,150
1.6,986,-200,8.9,937,114,833,120
2.4,1098,-200,13,1084,191,754,173
3.3,1157,-200,18.2,1245,236,665,187
4,1190,-200,23.7,1395,287,606,206
4.1,1183,-200,21.6,1341,266,628,187
4.2,1231,-200,21.6,1341,274,626,170
2.9,1102,-200,16.5,1195,196,690,149
2.3,1041,-200,12.3,1060,144,748,124
2.2,1090,-200,13.6,1103,142,695,119
2.1,1074,-200,12.8,1078,124,685,108
1.6,977,-200,9.4,956,93,765,93
1.2,949,-200,8.3,910,71,816,77
1.2,912,-200,6.7,842,-200,863,76.5
0.9,863,-200,4.6,746,56,919,76
0.6,834,-200,3.6,689,46,988,58
0.7,865,-200,5,764,51,917,63
1.3,974,-200,8.2,908,83,793,75
2,1079,-200,10.7,1004,175,713,111
1.9,1084,-200,10.3,990,148,734,116
2.2,1107,-200,12.9,1080,167,714,138
1.9,1040,-200,11,1015,120,775,117
1.5,1019,-200,8.3,913,78,840,94
1.4,1003,-200,8.2,907,76,862,91
1,925,-200,5.2,772,45,1001,60
1,910,-200,4.6,743,54,1039,66
1.4,1012,-200,7.2,868,70,884,87
1.6,1100,-200,9.4,954,87,809,106
1.6,1046,-200,8,901,69,849,94
2.1,1083,-200,10.7,1003,95,787,112
2,1050,-200,9.6,962,107,810,120
1.9,1050,-200,8.7,927,88,830,106
2.3,1142,-200,11.6,1035,100,746,112
2.4,1165,-200,11.8,1043,125,717,120
2.2,1136,-200,10.5,995,132,727,114
1.2,986,-200,5.5,790,57,869,70
1.1,971,-200,5.5,790,46,871,64
0.8,908,-200,3.8,701,-200,971,59.5
-200,882,-200,2.9,648,34,1023,55
0.6,900,-200,3.4,674,33,974,50
0.7,935,-200,4.1,716,50,915,62
0.4,939,-200,4.1,718,39,927,53
0.6,982,-200,4.7,750,84,893,85
0.9,1088,-200,7.1,862,93,786,102
0.9,1065,-200,7.4,872,82,831,97
0.8,1016,-200,7.3,868,73,889,91
0.4,930,-200,4.2,723,43,1035,62
0.3,928,-200,4.1,716,39,1060,57
0.1,889,-200,3.8,698,27,1132,40
0.5,966,-200,5.8,802,46,968,60
0.4,973,-200,5.6,792,53,977,70
0.3,950,-200,4.8,754,38,1003,53
0.4,982,-200,5.3,780,39,974,54
0.6,990,-200,6.1,814,49,929,58
0.8,1017,-200,7.4,873,68,874,73
1.2,1067,-200,9,938,102,825,99
1.6,1147,-200,11.7,1040,123,745,102
1.2,1132,-200,11,1014,106,728,101
0.5,976,-200,6,814,66,855,77
0.3,920,-200,4.3,730,43,944,55
0.1,879,-200,2.8,642,33,1031,51
-200,854,-200,2.3,604,-200,1090,50.5
0.1,880,-200,2.9,649,33,1022,50
0.3,925,-200,4.1,717,75,936,75
0.8,1044,-200,8.3,912,111,758,89
2.3,1279,-200,16.6,1197,250,599,112
3.4,1403,-200,25.6,1443,313,508,142
2.5,1282,-200,17.7,1230,263,594,145
2.4,1262,-200,16.2,1187,282,633,165
2.1,1195,-200,15.1,1153,226,678,159
-200,1173,-200,14.3,1127,176,709,159
-200,1102,-200,10.8,1007,120,777,131
-200,1076,-200,10.1,982,96,799,123
-200,1078,-200,10.9,1012,115,777,129
-200,1100,-200,11,1014,108,761,126
-200,1234,-200,16.8,1205,142,658,149
-200,1323,-200,20.7,1316,219,586,200
-200,1263,-200,19.5,1283,193,610,174
-200,1216,-200,14.6,1136,128,658,131
-200,1247,-200,14.3,1127,127,664,135
-200,1264,-200,15.9,1177,132,628,134
-200,1111,-200,10.3,988,77,728,96
-200,1068,-200,8.8,931,72,762,94
-200,1015,-200,6.8,850,57,802,79
-200,989,-200,6.3,827,56,827,79
-200,930,-200,3.9,708,-200,924,84
-200,952,-200,4.1,717,64,879,89
-200,981,-200,4.7,747,52,856,69
-200,1138,-200,9.9,974,122,683,91
-200,1472,-200,24.8,1424,314,499,135
-200,1626,-200,37.3,1713,395,412,166
-200,1480,-200,26.2,1460,357,494,189
-200,1367,-200,21.6,1342,308,567,193
-200,1245,-200,16.1,1181,184,645,164
-200,1194,-200,13,1083,128,685,139
-200,1156,-200,13.4,1096,125,713,130
-200,1107,-200,13.7,1106,135,727,129
-200,1127,-200,14,1117,158,714,132
-200,1083,-200,10.4,994,106,771,101
-200,1289,-200,17.5,1225,163,632,145
-200,1209,-200,12.9,1082,143,685,133
-200,1221,-200,14.9,1145,96,648,110
-200,1255,-200,15.5,1164,127,638,126
-200,1163,-200,11.2,1022,95,695,102
-200,1234,-200,14.3,1126,104,644,104
-200,1240,-200,14.2,1124,131,645,112
-200,1128,-200,10,978,92,733,89
-200,1057,-200,7.6,881,53,784,67
-200,1026,-200,5.8,801,45,816,63
-200,925,-200,3.1,656,-200,967,48.5
-200,917,-200,2.7,635,19,1006,34
-200,1011,-200,5.4,782,75,828,73
-200,1079,-200,7.3,869,84,751,76
-200,1322,-200,18.4,1250,160,562,102
-200,1526,-200,27.7,1495,286,471,140
-200,1338,-200,16.9,1207,212,576,150
-200,1421,-200,22.1,1354,279,545,194
-200,1197,-200,17,1209,207,656,162
-200,1116,-200,12.4,1063,140,736,138
-200,1115,-200,11.5,1031,110,741,123
-200,1018,-200,7.5,880,67,865,86
-200,1109,-200,10.3,989,98,778,107
-200,1105,-200,10.2,984,97,767,106
-200,1128,-200,11.5,1032,87,733,99
4.1,1301,-200,17,1210,124,623,140
3.8,1416,-200,21.5,1339,165,544,163
3.4,1301,-200,18.6,1256,164,593,144
2.9,1261,-200,15.3,1158,122,628,120
3.1,1295,-200,17,1211,134,602,120
3.5,1239,-200,14.4,1129,121,637,106
2.4,1229,-200,13.6,1103,112,627,95
1.6,1125,-200,9.6,963,62,713,70
1.3,1044,-200,6.4,832,50,794,67
0.9,976,-200,4.8,754,-200,842,68.5
1,1015,-200,5.4,781,72,796,70
0.8,954,-200,4.1,715,48,867,50
1.1,1032,-200,6.3,826,58,781,60
4.4,1518,-200,26.9,1476,306,469,127
-200,1602,-200,35.6,1678,351,410,149
-200,1362,-200,17.5,1225,252,551,158
3.3,1394,-200,19.9,1294,266,555,190
2.1,1205,-200,12.6,1070,159,682,127
2.1,1210,-200,14,1118,144,658,130
2,1138,-200,12.2,1055,117,712,125
1.5,1079,-200,11.1,1019,108,749,113
2.1,1158,-200,14.3,1126,153,693,143
2.3,1186,-200,15.1,1151,166,680,157
2.8,1261,-200,18.6,1258,179,629,170
3.6,1339,-200,22,1352,225,569,187
4,1342,-200,23,1377,261,567,181
3.7,1317,-200,21.1,1327,228,575,158
2.5,1210,-200,15,1148,137,639,112
2.3,1220,-200,13.6,1105,116,643,100
2.5,1276,-200,14.6,1135,143,625,105
2.7,1270,-200,16.3,1189,157,592,107
1.3,1053,-200,8.8,933,72,743,72
0.8,956,-200,6,813,42,846,59
0.9,954,-200,5.5,790,-200,826,57
0.5,912,-200,3.9,706,34,891,55
0.8,973,-200,5.8,802,74,806,70
1,1037,-200,8.2,906,75,743,59
2.9,1306,-200,20.1,1299,199,519,95
3.8,1367,-200,25.5,1441,262,470,120
3.5,1335,-200,21.6,1340,236,519,133
2.4,1250,-200,15.5,1166,186,626,133
1.8,1142,-200,11.2,1021,132,712,120
2.1,1168,-200,15.4,1160,140,671,132
2.1,1125,-200,14.6,1137,143,691,135
1.5,1083,-200,12.5,1066,99,725,121
1.5,1080,-200,12.3,1059,107,733,123
1.8,1085,-200,13.2,1091,130,723,129
2.1,1115,-200,14.7,1140,133,682,129
3,1259,-200,19.9,1295,188,600,156
2.8,1241,-200,19.1,1271,155,606,131
2.5,1156,-200,14.8,1144,154,651,115
1.4,1055,-200,8.6,922,95,784,79
1.7,1144,-200,11,1014,110,712,86
1.8,1169,-200,13,1084,116,655,91
2.4,1195,-200,15.2,1156,153,621,99
1.9,1158,-200,12.1,1052,111,649,83
1.4,1075,-200,9.9,973,79,695,74
0.8,973,-200,6,810,-200,820,69
0.7,989,-200,6.3,825,47,774,64
0.8,967,-200,5.5,789,61,810,61
0.7,968,-200,5.8,803,56,806,62
1,1062,-200,8.1,902,69,733,65
1.7,1143,-200,10,979,109,677,79
1.9,1152,-200,9.9,976,111,672,90
2.3,1238,-200,13.1,1088,150,636,116
1.7,1103,-200,9.2,946,87,737,89
1.3,1043,-200,6.7,843,64,799,68
1.2,1058,-200,6.5,833,47,804,53
0.8,960,-200,3.4,676,34,983,34
0.9,972,-200,3.8,699,37,982,38
1.1,1012,-200,5.2,775,49,899,53
1.2,1021,-200,6,814,54,858,62
1.3,1034,-200,6,812,70,866,82
1.4,1026,-200,5.6,791,76,875,88
1.2,966,-200,4.4,735,59,932,70
0.9,948,-200,3.7,697,44,983,53
1.1,984,-200,5,762,47,870,57
1.5,1077,-200,7.1,859,71,790,73
1.7,1163,-200,7.9,893,90,706,83
0.9,965,-200,3.7,692,45,927,52
0.7,941,-200,3.6,687,44,949,52
0.4,851,-200,2.1,589,-200,1119,39
-200,870,-200,2,581,15,1119,26
0.3,834,-200,1.3,527,10,1242,17
0.4,859,-200,1.7,561,19,1162,28
0.4,843,-200,1.5,544,20,1242,29
0.5,851,-200,1.6,551,30,1224,37
0.5,853,-200,1.7,557,24,1215,31
0.7,908,-200,2.7,632,35,1095,46
0.9,928,-200,3.6,687,48,1025,66
0.8,905,-200,3,652,41,1076,54
0.8,901,-200,2.9,646,37,1105,50
0.7,869,-200,2.5,619,32,1163,44
0.8,891,-200,3.1,655,43,1107,52
0.7,855,-200,2.3,606,28,1214,37
0.8,911,-200,3,654,38,1102,51
1.2,989,-200,4,713,72,954,78
1.6,1048,-200,6.3,826,89,853,90
1.6,1049,-200,6.6,839,103,846,110
1.5,1035,-200,7.3,868,77,833,86
1.5,1034,-200,6.8,850,84,831,88
1.5,1022,-200,6.3,826,82,857,91
1.5,1007,-200,5.9,809,81,876,93
1.2,945,-200,4.8,755,50,935,68
0.8,880,-200,2.9,649,30,1056,48
-200,837,-200,2.2,597,-200,1129,35
-200,822,-200,1.8,569,14,1204,22
-200,860,-200,2.5,623,51,1097,59
-200,1023,-200,6.8,847,120,830,102
-200,1150,-200,11.2,1020,180,686,116
-200,1088,-200,9.7,965,168,734,109
-200,993,-200,7.2,866,111,832,98
-200,962,-200,6.8,849,111,861,97
-200,974,-200,8.1,905,97,838,97
-200,998,-200,8.3,913,90,834,90
-200,964,-200,8.6,923,87,834,92
-200,903,-200,5.3,780,67,975,76
-200,973,-200,8.1,903,84,866,97
-200,976,-200,8.2,907,86,867,101
-200,1026,-200,12,1048,124,767,118
-200,1163,-200,17.6,1227,144,659,129
-200,1082,-200,14.5,1134,130,709,131
-200,1029,-200,11.8,1042,122,756,130
-200,991,-200,9.4,953,82,815,106
-200,950,-200,7,856,62,881,92
-200,997,-200,8,898,65,813,97
-200,912,-200,6,810,52,873,80
-200,861,-200,4.3,729,22,942,40
-200,838,-200,4.1,719,27,949,49
-200,784,-200,2,587,-200,1128,47.5
-200,800,-200,2.4,615,29,1064,46
-200,825,-200,2.7,634,29,1035,37
-200,996,-200,6.9,853,135,796,92
-200,1086,-200,9.2,947,181,724,115
-200,1041,-200,9.6,962,119,728,102
-200,991,-200,9.1,944,116,765,104
-200,999,-200,9.3,953,143,780,109
-200,981,-200,8.5,918,126,839,108
-200,926,-200,6.9,853,94,894,90
-200,939,-200,6.9,853,96,890,81
-200,915,-200,6.4,828,90,928,87
-200,883,-200,6.2,820,93,942,82
-200,926,-200,7.3,869,101,925,99
-200,989,-200,10.7,1004,123,818,119
-200,1003,-200,11.9,1045,136,781,128
-200,933,-200,10.6,1001,109,819,111
-200,912,-200,9.3,951,124,846,114
-200,888,-200,6.7,843,82,892,100
-200,858,-200,7.2,866,69,874,88
-200,837,-200,5.9,809,60,940,78
-200,902,-200,8.7,929,90,835,101
-200,860,-200,6.8,847,58,873,77
-200,794,-200,3.8,698,53,999,78
-200,742,-200,2.2,602,-200,1156,71.5
-200,779,-200,3.2,663,45,1022,65
-200,798,-200,3.9,706,61,977,74
-200,851,-200,6.3,827,76,875,83
-200,1048,-200,13.6,1105,144,670,96
-200,1210,-200,26.7,1472,221,515,120
-200,1172,-200,22.8,1372,282,575,147
-200,1026,-200,16.2,1186,235,719,148
-200,914,-200,10.4,994,113,872,91
-200,938,-200,11.3,1025,93,829,94
-200,908,-200,9.6,962,88,877,95
-200,892,-200,7.8,889,87,909,92
-200,949,-200,10.7,1003,109,830,113
-200,956,-200,10.8,1007,106,838,111
-200,1070,-200,17.3,1218,182,704,166
-200,1103,-200,17.7,1232,-200,679,154.5
-200,1074,-200,15.5,1166,144,687,143
-200,1086,-200,13.6,1105,144,710,131
-200,960,-200,9.6,964,84,780,102
-200,974,-200,9.5,958,74,783,94
-200,939,-200,8.5,918,80,805,96
-200,954,-200,9,940,78,776,88
-200,925,-200,7.8,890,50,808,72
-200,797,-200,2.6,624,18,1074,33
-200,787,-200,2.4,610,-200,1087,33
-200,774,-200,1.9,577,21,1158,33
-200,838,-200,3.7,693,62,995,60
-200,918,-200,7.1,860,74,807,72
-200,1125,-200,16.6,1199,171,601,97
-200,1281,-200,26.6,1469,287,491,136
-200,1145,-200,17.9,1238,230,600,140
-200,1088,-200,17.9,1238,261,654,171
-200,1043,-200,14,1117,178,742,150
-200,998,-200,10.1,981,116,786,117
-200,998,-200,9.5,958,96,800,106
-200,960,-200,7.1,860,83,887,95
-200,1062,-200,12.3,1060,120,725,137
-200,1050,-200,11.7,1039,108,756,129
-200,1096,-200,12.8,1078,115,713,135
-200,1081,-200,14,1117,102,689,127
-200,1096,-200,13.9,1112,118,687,122
-200,1051,-200,11.7,1039,107,720,118
-200,1106,-200,13.8,1109,129,658,135
-200,1177,-200,14.8,1142,133,601,134
-200,1111,-200,11.9,1046,98,651,105
-200,1083,-200,11.1,1019,110,677,104
-200,1005,-200,8,900,62,747,81
-200,942,-200,5.6,791,55,841,69
-200,907,-200,7.1,863,-200,782,60
-200,867,-200,3.5,680,35,932,51
-200,882,-200,4.1,716,52,894,52
-200,894,-200,4.9,761,36,862,48
-200,1263,-200,19.4,1279,182,559,105
-200,1380,-200,26.3,1463,297,470,150
-200,1333,-200,22,1350,237,511,160
-200,1264,-200,18.1,1244,235,584,167
-200,1115,-200,12.1,1053,158,686,141
-200,1078,-200,9.4,956,89,742,104
-200,1055,-200,10.1,980,80,742,101
-200,1031,-200,10.5,995,93,752,118
-200,1033,-200,10.8,1006,96,749,121
-200,1043,-200,9.6,962,98,777,124
-200,1118,-200,13,1084,104,684,127
-200,1137,-200,15.5,1165,121,649,137
-200,1153,-200,16.5,1194,116,628,137
-200,1145,-200,14.5,1134,121,647,135
-200,1149,-200,13.2,1092,114,667,118
-200,1149,-200,14.8,1143,112,620,111
-200,1052,-200,10.7,1002,81,716,85
-200,-200,-200,-200,-200,220,-200,158
-200,935,-200,6.4,832,81,809,77
-200,935,-200,5.5,787,43,864,56
-200,930,-200,5.2,772,-200,854,46.5
-200,880,-200,3.9,704,26,913,37
0.8,916,-200,4.7,748,40,878,49
1.2,975,-200,7.3,871,72,771,71
1,948,-200,6.4,829,68,801,71
1.5,1069,-200,9.2,947,89,728,86
2.8,1210,-200,12.5,1067,151,642,125
3.4,1272,-200,15.7,1170,215,620,160
3.3,1240,-200,15.9,1175,196,614,174
2.9,1171,-200,14.6,1135,161,654,146
2.2,1072,-200,11.7,1039,120,745,127
1.6,970,-200,7.4,873,88,859,114
0.9,938,-200,6.1,816,38,917,65
1.1,976,-200,6.9,852,47,866,77
1,958,-200,6.2,820,40,886,68
1.3,1014,-200,8.1,903,58,816,92
1.6,1091,-200,10.2,987,71,737,104
1.8,1080,-200,10.7,1004,90,724,114
2.2,1128,-200,13,1082,95,675,105
1.8,1105,-200,11.4,1027,85,684,85
2.3,1141,-200,13.3,1095,119,642,92
2,1104,-200,11.2,1020,106,681,82
1.8,1065,-200,9.8,970,77,698,70
0.9,971,-200,6.2,821,28,820,40
0.5,891,-200,3.6,691,-200,941,33
0.6,936,-200,4,713,21,883,26
0.4,845,-200,2.6,625,17,993,21
0.4,872,-200,2.6,627,24,997,30
0.4,903,-200,2.9,648,19,975,21
0.8,971,-200,4.2,722,39,876,35
0.8,1006,-200,5.5,789,46,824,36
0.9,1012,-200,5.8,804,53,832,48
0.7,975,-200,4.5,737,32,896,39
0.6,944,-200,4.3,730,30,933,34
0.5,857,-200,3.5,685,24,1055,33
0.6,824,-200,3.5,683,34,1119,42
0.7,868,-200,3.9,707,63,1063,85
0.9,908,-200,4.7,748,69,1020,92
0.9,912,-200,5.3,776,61,991,84
1.2,986,-200,6.4,830,73,906,100
1.4,1037,-200,8,900,75,817,95
1.5,1088,-200,9.2,948,69,743,77
1.7,1093,-200,9.1,944,71,711,85
1.7,1142,-200,9.1,945,73,682,83
1.7,1170,-200,9.5,959,86,666,88
1.9,1142,-200,9.1,945,65,672,68
1.2,986,-200,5,762,74,821,97
0.7,942,-200,3.7,696,45,916,51
0.3,882,-200,2.2,595,-200,1097,28
0.2,854,-200,1.6,553,2,1203,5
0.4,910,-200,2.7,630,29,1061,35
0.8,1005,-200,5.6,791,42,829,56
1.9,1193,-200,13,1085,146,610,110
-200,1297,-200,17.8,1233,-200,544,117
1.9,1180,-200,11.5,1031,163,633,124
1.9,1134,-200,11.1,1017,144,689,115
1.9,1113,-200,11,1013,125,702,119
1.7,1084,-200,10.7,1004,90,706,107
1.4,1009,-200,8.5,921,76,778,99
1.2,1002,-200,8.7,928,73,798,95
1.4,1007,-200,9.4,956,73,763,105
1.4,996,-200,9.5,959,80,779,117
1.9,1050,-200,12.9,1082,121,705,157
2.2,1100,-200,13.7,1107,129,676,173
1.9,1085,-200,12.2,1057,103,689,139
1.7,1079,-200,11.8,1042,87,697,116
1.2,1086,-200,9.9,974,58,707,91
0.3,1092,-200,10.7,1005,64,669,98
0.1,1097,-200,9.4,956,58,708,93
0.1,1075,-200,8.1,904,44,720,74
-200,1008,-200,6.6,838,28,774,50
-200,895,-200,3.3,672,19,941,36
-200,838,-200,1.7,559,-200,1186,45.5
-200,866,-200,2.3,603,48,1077,55
-200,872,-200,2.5,617,77,1026,86
-200,922,-200,3.2,664,110,973,137
-200,1362,-200,19.3,1277,282,529,140
-200,1349,-200,21.3,1333,275,487,142
-200,1298,-200,17.2,1215,253,539,185
-200,1234,-200,15.2,1154,211,596,173
-200,1147,-200,10.6,999,176,697,158
-200,1173,-200,12.3,1061,153,650,127
-200,1118,-200,10.5,995,144,689,111
-200,1078,-200,9.3,951,127,722,114
-200,1076,-200,9.3,951,112,730,109
-200,1103,-200,11,1014,-200,684,123
-200,1117,-200,12.1,1052,148,671,137
-200,1166,-200,13.7,1108,140,622,134
-200,1157,-200,12.9,1082,125,631,114
-200,1136,-200,10.3,990,111,672,100
-200,1122,-200,9.5,959,102,685,92
-200,1121,-200,10.3,989,108,659,97
-200,1150,-200,11.2,1020,132,645,111
-200,1074,-200,9.2,949,104,678,89
-200,1039,-200,8,899,92,714,87
